	OvaryPNAF1CNT2	OvaryPNAF1CNT3	OvaryPNAF1CNT4	OvaryPNAF1HV1	OvaryPNAF1HV2	OvaryPNAF1HV3
Kifc2	6	13	17	11	11	12
Ppp1r16a	21	72	42	86	67	63
Gpt	14	25	38	35	27	20
Mfsd3	14	53	32	47	41	25
Recql4	0	8	9	6	5	3
Lrrc14	25	58	71	60	54	49
Lrrc24	1	3	1	1	2	2
C030006K11Rik	18	72	69	80	63	56
Arhgap39	17	39	24	33	38	25
Gm17271	0	0	0	1	0	1
Zfp251	33	84	71	63	65	47
Zfp7	6	20	22	12	12	14
Commd5	1	7	5	14	5	5
Rpl8	1644	3519	2798	3177	2844	2721
Zfp647	5	10	11	11	9	12
AC157554.1	0	0	0	2	0	0
1110038F14Rik	87	293	302	264	265	243
AC157554.3	0	1	1	0	0	0
Mb	0	0	1	0	0	1
Apol6	33	63	101	102	53	52
Gm24753	1	2	0	1	0	2
Rbfox2	66	184	122	140	127	100
1700109K24Rik	2	4	2	1	1	0
AL603843.1	3	7	9	5	5	4
AL591892.1	0	1	0	1	0	0
Gm24056	1	4	0	2	3	0
AL772386.1	1	1	1	1	0	0
Apol7a	0	1	2	1	0	0
Apol9a	8	16	7	13	20	25
Apol7b	5	14	18	6	25	9
Gm6506	0	2	1	0	0	2
Apol10a	0	0	0	0	1	0
Apol11a	0	1	0	0	0	0
Apol7c	1	1	0	0	1	1
Apol10b	10	15	6	8	10	8
Gm8221	0	0	0	0	0	0
Apol11b	1	3	0	2	0	0
Apol7e	9	9	8	12	27	8
AL592187.1	0	1	1	1	0	1
AL592187.7	2	3	6	2	2	2
Apol9b	13	22	17	25	30	29
AL592187.2	0	1	0	0	0	2
Myh9	209	522	298	329	415	317
Gm22107	4	3	1	0	0	0
Txn2	197	643	431	651	616	511
Foxred2	4	13	19	8	16	7
Eif3d	112	420	265	362	315	298
Gm17638	3	3	3	4	2	4
Ift27	39	96	64	106	121	84
AL589692.1	4	3	10	8	3	8
Pvalb	3	6	1	3	1	1
Ncf4	3	17	10	14	20	15
Csf2rb2	9	22	3	24	20	11
Csf2rb	8	41	21	22	27	20
Tst	381	914	744	982	903	747
Mpst	27	110	79	100	93	79
Kctd17	80	183	125	189	181	128
Tmprss6	6	17	9	18	17	20
Il2rb	4	19	6	9	15	16
C1qtnf6	141	471	285	471	432	321
AL590144.3	11	22	14	26	21	13
Sstr3	2	0	0	1	3	0
Gm6723	0	0	1	1	1	0
Rac2	13	89	41	37	116	37
AL590144.2	24	48	64	31	28	45
Cyth4	14	55	27	55	99	48
Elfn2	0	2	0	0	0	1
Mfng	16	45	34	36	43	33
Card10	9	27	17	27	18	22
AL592169.2	1	4	3	4	2	3
Cdc42ep1	33	103	54	114	120	83
Lgals2	16	66	44	55	79	69
Gga1	47	125	116	123	106	106
Mir6955	0	0	0	0	0	0
Sh3bp1	11	30	10	12	23	19
1700027A07Rik	3	0	2	0	0	1
Pdxp	2	8	18	10	5	11
Lgals1	1877	4103	2167	3813	3818	3592
Nol12	43	122	83	96	96	87
Triobp	45	127	82	101	72	81
AL589670.5	1	0	0	0	1	0
AL589670.1	2	0	1	0	0	0
AL589670.3	0	2	1	1	2	1
H1f0	184	477	352	384	369	333
Gcat	5	14	5	8	6	5
AL589670.4	2	3	1	1	0	1
Ankrd54	13	38	32	44	39	33
Eif3l	309	690	652	790	734	585
Gm25072	0	1	0	0	3	0
Micall1	49	101	86	83	95	57
1700088E04Rik	9	15	12	15	11	8
Polr2f	191	500	298	472	468	390
Sox10	0	0	0	0	0	0
Gm10863	0	0	1	0	1	0
Pick1	16	57	58	79	62	68
Slc16a8	0	0	0	0	0	0
Baiap2l2	0	0	0	0	1	0
Pla2g6	8	51	40	54	47	39
Gm20420	2	3	5	2	3	3
Maff	10	28	12	17	15	14
Tmem184b	33	117	54	89	72	61
Csnk1e	52	127	77	76	73	71
Gm16059	0	0	3	0	2	0
Kcnj4	0	1	0	0	0	0
Kdelr3	37	138	53	114	102	109
Ddx17	231	637	575	540	470	356
Dmc1	0	2	4	2	1	3
Fam227a	5	3	7	5	6	6
Cby1	51	147	135	132	148	115
Tomm22	152	356	287	260	256	237
Josd1	27	140	111	91	91	86
Gm26884	0	0	0	0	0	0
Gtpbp1	24	97	67	106	92	81
Sun2	27	75	60	61	58	58
Gm16575	2	0	0	0	0	0
Gm16576	2	6	3	3	1	1
D0l4	33	98	58	99	79	71
Nptxr	5	22	13	15	11	25
Cbx6	135	389	199	295	297	225
AC113595.1	2	2	2	1	4	1
Apobec3	39	100	66	66	90	55
Cbx7	11	22	13	22	21	19
Pdgfb	29	73	50	85	51	48
AC161199.1	0	0	0	0	1	1
Rpl3	1872	3925	4179	3736	3244	3146
Snord83b	5	5	7	6	2	7
Snord43	0	0	0	0	0	1
Syngr1	13	47	49	45	45	41
Tab1	20	74	55	79	59	53
Mgat3	25	43	32	40	35	28
AC140267.3	0	2	0	0	1	0
Mief1	45	89	65	68	68	49
Atf4	184	343	339	315	250	232
Rps19bp1	29	146	107	137	134	98
Cac01i	0	0	0	1	0	0
AC123059.1	0	0	2	1	0	0
Grap2	2	1	5	3	29	1
Fam83f	1	1	2	1	0	1
AC147041.1	0	0	0	0	0	0
Tnrc6b	207	379	333	208	199	185
AC126682.1	0	1	0	0	1	0
Adsl	81	210	130	183	177	154
Gm6612	19	19	22	43	50	44
Sgsm3	7	47	21	32	27	29
AC141880.1	2	5	3	3	6	4
Mkl1	35	68	60	67	69	51
Gm25131	0	0	1	0	0	1
AC102198.1	1	4	1	2	0	0
Mchr1	0	1	1	2	0	1
AC102334.1	0	1	3	4	0	0
Slc25a17	73	164	225	192	171	151
St13	219	558	474	407	400	406
Xpnpep3	31	87	71	49	44	34
D0jb7	3	12	5	10	14	8
Gm17025	0	1	3	0	2	0
Rbx1	392	976	715	1032	1070	983
AC109153.1	0	0	0	0	0	0
Gm5218	0	1	2	2	0	1
1110025M09Rik	2	14	4	9	13	7
Ep300	86	156	143	110	114	104
Gm22067	1	0	0	0	0	0
L3mbtl2	13	33	26	27	24	28
Gm18284	0	4	0	1	0	1
Chadl	1	4	3	6	2	3
Rangap1	100	225	179	207	184	175
Zc3h7b	91	226	199	167	171	134
Gm17597	0	5	1	1	1	2
Tef	42	96	104	81	62	49
Gm8444	3	7	7	5	7	2
Tob2	31	95	75	69	77	36
AC102103.1	1	0	3	1	1	0
Phf5a	146	346	415	340	285	252
Aco2	219	555	454	614	489	408
Polr3h	22	91	48	99	95	90
Csdc2	22	64	49	59	64	68
Pmm1	62	173	143	151	128	118
Gm5805	78	166	194	129	128	120
1700029P11Rik	0	0	0	0	0	0
Xrcc6	43	118	90	110	102	85
Desi1	35	116	64	97	79	93
Snu13	212	565	410	606	511	504
Mei1	0	0	1	0	0	0
Ccdc134	12	27	23	35	28	24
Srebf2	170	379	264	277	281	210
AC105358.1	8	13	8	3	4	2
Mir33	1	2	1	0	0	3
Shisa8	0	3	0	2	1	1
Tnfrsf13c	0	0	1	1	2	0
Cenpm	8	68	33	51	53	61
1500009C09Rik	3	10	0	10	17	12
03-Sep	1	3	0	1	3	2
0ga	49	155	144	146	127	114
Fam109b	10	20	6	11	15	7
Smdt1	284	956	695	994	999	868
Ndufa6	798	1636	1669	1670	1619	1509
Cyp2d22	89	212	189	210	155	153
Cyp2d11	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0
Cyp2d9	0	1	0	0	0	0
Tdg-ps	6	6	8	2	3	2
Cyp2d26	0	1	0	3	1	2
AC087902.3	0	1	2	0	0	0
Tcf20	47	122	71	66	77	66
Gm20324	1	1	1	2	2	1
Mir3080	0	0	0	0	0	0
Gm29019	0	0	1	2	1	0
Nfam1	3	31	11	14	21	7
Serhl	46	113	108	135	116	108
Rrp7a	55	207	148	211	199	152
Poldip3	117	263	171	231	201	153
Rnu12	5	4	8	2	2	1
Cyb5r3	242	670	465	719	716	521
AL591952.3	6	14	10	13	12	5
AL591952.1	0	0	1	0	1	0
A4galt	18	55	41	49	42	32
AL591952.2	0	2	3	2	1	0
Arfgap3	23	85	79	86	60	47
1700001L05Rik	10	12	10	8	7	8
Pacsin2	82	237	192	232	175	146
Gm5417	1	13	4	5	15	6
Ttll1	17	49	36	43	35	46
Bik	9	16	26	21	17	18
AL583889.1	0	0	0	0	1	0
Mcat	29	73	57	47	47	51
Tspo	687	1691	1023	1837	1804	1513
Ttll12	36	109	70	99	128	90
Scube1	15	43	34	32	28	17
Mpped1	0	0	0	1	0	0
Efcab6	0	0	1	5	3	0
Sult4a1	1	0	2	0	1	0
Pnpla5	0	0	0	1	0	1
AL626769.1	0	1	0	1	0	1
Pnpla3	3	2	5	0	1	2
AL626769.2	2	4	1	10	1	4
Samm50	188	492	414	532	433	385
Parvb	68	127	248	227	98	132
Parvg	4	7	7	8	8	9
1810041L15Rik	1	6	3	2	3	1
Rtl6	4	25	26	21	21	16
Prr5	11	31	17	26	16	20
Arhgap8	1	2	1	3	3	3
Phf21b	0	4	1	0	1	2
Gm4217	2	8	12	9	15	7
Gm29666	3	11	11	8	17	19
Nup50	46	140	111	129	113	98
5031439G07Rik	45	120	98	108	97	68
AL772308.1	0	6	1	2	2	1
Upk3a	0	0	1	0	0	0
Fam118a	29	52	52	24	33	28
Smc1b	1	3	2	2	1	1
Gm10923	5	17	13	12	7	7
Ribc2	0	0	0	0	0	0
Fbln1	73	294	121	183	161	120
Atxn10	196	437	372	413	389	359
Gm4825	0	0	0	0	1	2
Wnt7b	4	1	4	2	16	2
AU022754	0	0	1	0	0	0
AC162302.1	3	3	8	7	4	8
AC162302.2	21	24	5	13	8	13
Ppara	12	14	14	12	12	9
Cdpf1	71	215	205	197	218	172
Pkdrej	1	5	0	5	5	4
Ttc38	93	222	129	169	227	164
Gtse1	4	14	18	22	20	11
AC139513.1	2	3	3	2	0	3
Trmu	24	65	64	66	71	75
Celsr1	10	38	10	17	42	20
Gramd4	29	56	67	54	54	37
Gm15722	0	0	0	1	0	0
Cerk	33	75	39	67	101	57
Gm22818	0	1	0	0	2	0
Tbc1d22a	34	81	58	76	66	45
AC146911.1	1	7	1	3	3	1
AC139637.1	1	1	2	0	1	1
Fam19a5	19	45	28	41	40	39
Brd1	52	104	123	98	86	71
Zbed4	7	28	30	14	29	20
Alg12	20	53	41	41	34	30
Creld2	69	225	181	219	164	142
Gm23144	1	0	0	0	1	0
Pim3	34	129	111	115	98	81
Gm20621	1	4	3	0	1	7
Ttll8	0	0	0	0	0	0
Mlc1	0	0	0	0	1	0
AC119959.1	2	3	4	2	2	2
Mov10l1	0	1	1	3	0	0
Panx2	0	1	1	0	0	0
1810021B22Rik	4	12	10	17	20	14
Trabd	45	126	104	142	94	76
Selenoo	33	76	61	85	75	46
Tubgcp6	19	62	39	40	34	31
Hdac10	12	61	31	53	40	40
Mapk12	1	5	7	6	8	6
Mapk11	3	11	3	8	10	7
Plxnb2	85	291	192	255	195	192
Dennd6b	10	24	32	43	33	27
Ppp6r2	24	37	28	24	34	25
Gm26798	13	25	33	20	25	22
Sbf1	51	127	83	95	112	83
Adm2	0	10	4	6	2	7
Miox	6	33	29	27	11	18
Lmf2	49	162	95	108	138	93
Ncaph2	134	422	324	374	365	317
Sco2	4	21	7	17	17	15
Tymp	2	8	14	14	9	9
Odf3b	3	3	2	5	2	11
Syce3	0	1	0	0	0	0
Chkb	8	32	30	53	36	20
C730034F03Rik	5	11	17	7	8	7
Mapk8ip2	0	1	0	3	1	4
Arsa	32	92	68	77	93	69
C230037L18Rik	3	16	10	8	18	8
Shank3	19	38	26	36	42	31
Gm15609	0	0	1	0	0	0
Acr	0	0	1	0	0	1
Rabl2	11	49	38	56	49	51
Alg10b	46	129	95	90	73	75
AC158922.1	1	2	3	4	1	0
Cpne8	13	30	29	23	29	15
AC099572.1	21	20	20	15	11	9
Rpl31-ps8	101	243	282	175	206	211
Tcea1-ps1	2	9	6	4	6	2
Kif21a	31	61	42	46	35	33
AC136003.1	0	0	0	0	0	0
Abcd2	13	29	29	20	12	22
CN725425	0	0	1	0	0	0
Slc2a13	1	15	8	7	7	3
Lrrk2	44	121	53	72	86	63
Gm15382	0	2	0	1	1	1
Muc19	1	0	1	0	2	1
Cntn1	0	0	2	0	3	0
Gm26760	8	33	15	38	38	37
Pdzrn4	30	66	44	73	159	23
AC101921.1	0	0	0	0	2	0
AC140403.2	0	0	0	0	0	0
Gm30085	0	0	0	1	0	0
AC151970.1	0	0	1	1	0	1
Gm4335	12	33	22	18	24	21
Gm24447	514	296	400	162	158	177
Gxylt1	31	107	104	72	71	46
Yaf2	55	95	80	87	88	76
Zcrb1	120	326	250	259	299	273
Pphln1	24	99	65	77	89	60
Prickle1	11	57	40	49	47	42
AC109617.1	0	2	1	1	2	0
AC102910.1	0	0	2	1	0	0
Adamts20	2	1	0	0	1	1
Pus7l	4	18	13	15	10	9
Irak4	17	53	32	54	55	42
Twf1	107	282	196	216	208	191
Tmem117	1	7	4	3	2	2
Nell2	1	13	5	7	4	6
Dbx2	0	0	0	0	0	0
AC107757.1	0	0	0	0	1	0
Gm8849	0	3	3	5	8	5
A130051J06Rik	3	8	3	7	2	3
Ano6	51	178	188	183	167	128
Gm49173	2	1	0	0	1	0
Gm49172	4	7	3	3	3	2
D030018L15Rik	2	2	2	3	2	0
2610037D02Rik	23	30	38	19	15	20
4833422M21Rik	0	0	2	0	0	0
Arid2	112	204	224	152	159	114
Scaf11	163	273	267	192	158	119
AC158769.1	0	0	0	1	2	0
Slc38a1	68	126	81	95	73	72
Slc38a2	183	567	313	435	423	356
AC113177.1	3	13	8	4	3	5
Slc38a4	6	18	3	7	10	3
AC158554.1	0	0	0	0	1	1
Amigo2	6	8	18	7	7	7
Pced1b	11	26	15	35	16	14
AC102914.1	2	1	3	0	1	1
AC161206.1	0	0	1	0	0	0
Rpap3	55	95	110	84	74	62
Endou	1	6	17	14	9	5
Rapgef3	11	59	38	42	36	33
Rapgef3os1	0	0	0	2	1	0
Rapgef3os2	0	0	0	0	0	0
Slc48a1	92	235	166	223	203	168
Hdac7	49	136	125	118	120	104
Vdr	6	16	9	15	15	9
Tmem106c	47	138	120	207	166	133
Senp1	32	76	55	36	55	31
Pfkm	58	137	135	127	122	109
Gm26513	2	5	4	2	3	1
Asb8	33	83	66	103	64	64
Ccdc184	1	0	0	0	1	2
Olfr288	0	0	0	0	2	1
Olfr286	0	0	0	0	2	0
Zfp641	4	10	5	9	9	4
Olfr285	0	0	0	0	0	0
OR5BS1P	1	1	0	0	0	1
Lalba	0	1	0	2	2	2
Olfr279	1	0	0	1	0	0
Kansl2	42	110	88	81	84	73
Snora34	0	0	1	0	0	0
Ccnt1	92	271	201	199	148	122
9330020H09Rik	17	32	44	29	21	40
4930415O20Rik	0	0	1	1	0	0
Adcy6	44	110	105	85	79	60
Gm29331	0	1	0	0	0	0
Cacnb3	60	145	94	171	177	140
Ddx23	28	48	45	31	37	17
Rnd1	1	6	2	3	2	2
Ccdc65	0	2	0	2	1	2
Fkbp11	46	153	45	105	92	115
Arf3	187	460	313	376	355	290
Wnt10b	130	226	205	322	306	205
B130046B21Rik	4	18	18	13	15	10
Prkag1	76	236	210	234	216	167
Kmt2d	48	121	98	86	90	66
AC161165.6	4	4	7	3	10	1
Rhebl1	7	27	35	26	21	16
Dhh	8	28	34	22	14	14
AC161165.2	1	0	2	0	1	2
Lmbr1l	25	62	55	51	63	44
Tuba1b	617	1729	1287	1507	1313	1126
AC161165.4	2	8	4	9	5	1
AC161165.3	4	2	0	4	3	1
AC161165.5	0	1	0	1	0	0
Tuba1a	399	719	587	712	735	537
4930578M01Rik	4	8	11	7	5	5
Gm8973	6	11	7	3	5	4
Tuba1c	465	1004	829	1043	742	674
Prph	2	15	3	11	8	7
Troap	3	30	13	17	23	15
C1ql4	0	0	0	1	1	0
D0jc22	0	1	1	1	2	0
Spats2	67	177	98	110	116	87
Gm25183	1	1	0	0	0	1
Kcnh3	4	5	5	7	9	4
Mcrs1	81	185	161	212	162	144
1700120C14Rik	9	31	24	29	39	28
Fam186b	1	1	1	2	1	1
Prpf40b	34	101	94	80	77	71
Fmnl3	74	125	87	144	156	73
AC118646.1	2	1	0	0	0	0
Gm22951	2	0	2	1	0	0
Tmbim6	510	1354	1075	1633	1436	1263
AC118646.2	0	0	2	1	0	0
Nckap5l	11	49	19	46	39	25
Nckap5los	2	21	15	19	13	11
AC117831.2	1	0	0	0	0	0
Bcdin3d	6	34	31	29	31	20
AC117831.1	0	0	0	0	0	0
Faim2	1	1	1	1	2	3
Gm5808	0	0	1	0	0	0
Aqp2	10	16	3	5	13	6
Aqp5	3	9	5	2	7	5
Racgap1	29	106	72	72	58	73
Asic1	0	0	0	0	1	0
Smarcd1	27	82	73	58	32	39
Gm17349	8	12	16	10	11	10
AC134548.2	1	0	0	0	0	0
AC134548.1	51	142	103	80	72	77
Gm16537	0	3	5	5	7	8
Gpd1	10	15	5	18	14	8
Cox14	327	851	654	926	916	812
Cers5	106	280	273	304	289	231
Gm17058	2	15	6	10	10	10
Lima1	74	190	123	95	110	90
Gm4468	0	2	1	1	0	1
Gm17057	0	1	1	1	0	0
AC138177.5	1	4	4	6	3	5
AC138177.1	0	0	0	0	1	1
AC138177.4	0	0	0	1	0	0
Uqcrh-ps1	1	3	0	1	2	2
Fam186a	0	1	0	0	0	1
Gm21917	1	0	1	2	1	1
Larp4	109	236	203	152	186	114
2310068J16Rik	1	6	7	2	7	2
Dip2b	34	80	70	65	61	45
AC133868.1	1	0	0	1	0	0
AC133868.2	0	1	1	0	0	1
Atf1	82	196	187	143	137	123
AC124479.1	3	6	2	3	7	5
Mettl7a1	81	177	316	155	182	154
Mettl7a3	1	9	4	3	4	2
Mettl7a2	3	7	8	3	2	2
Slc11a2	43	151	131	145	144	102
Gm5475	0	4	0	3	2	1
5330439K02Rik	0	4	3	5	2	6
Letmd1	43	98	91	79	75	63
Csrnp2	18	26	22	20	19	16
Tfcp2	24	53	36	49	48	35
Pou6f1	12	26	30	24	15	16
Gm27209	0	0	2	0	0	0
AC123724.2	2	1	1	4	0	0
AC123724.1	0	5	0	1	1	2
C330013E15Rik	2	5	4	7	13	9
Dazap2	260	726	566	842	787	608
Smagp	9	44	24	38	40	26
Bin2	12	25	10	11	45	8
Cela1	40	132	101	135	142	107
Galnt6	2	6	3	7	5	2
AC123724.3	1	0	0	0	0	2
Slc4a8	17	57	56	50	36	49
Scn8a	0	4	5	3	1	3
Fignl2	22	45	38	32	48	37
Acvrl1	25	96	77	83	104	84
Acvr1b	9	45	28	21	37	26
A330009N23Rik	2	15	9	9	23	15
AC161812.1	2	1	0	1	0	3
Grasp	11	27	19	25	26	15
Nr4a1	55	117	81	145	119	98
Atg101	80	239	261	294	264	220
6030408B16Rik	10	48	14	24	30	30
AC163018.2	2	4	8	7	3	6
AC163018.1	2	2	3	2	4	1
Krt80	1	0	0	6	3	0
AC157583.2	0	1	0	0	0	1
Krt7	43	168	68	171	144	141
Krt87	1	0	0	0	0	0
Krt83	0	0	3	2	0	0
Krt84	0	2	5	1	1	0
Krt75	0	0	0	0	0	0
Krt73	0	0	1	0	2	0
Krt1	0	0	2	1	0	2
Krt76	0	0	1	0	0	0
Krt79	5	15	4	14	15	7
Krt8	48	118	94	110	125	89
AC139844.1	0	1	0	0	0	0
Krt18	32	120	73	92	106	101
Eif4b	271	514	456	441	382	294
Tns2	32	73	48	84	57	66
Spryd3	30	75	51	103	67	73
Igfbp6	260	681	474	624	541	507
Soat2	0	4	2	6	10	4
Csad	97	258	219	269	255	197
Zfp740	99	213	211	172	175	111
Itgb7	4	16	13	15	13	7
Rarg	19	48	33	54	47	43
Gm9918	0	1	1	0	0	0
Mfsd5	21	97	48	80	77	69
AC163291.1	0	0	0	0	0	0
Espl1	9	24	22	29	21	12
Pfdn5	519	1302	1459	1217	1256	1132
Myg1	56	198	104	163	150	126
Aaas	28	105	60	64	73	64
Sp7	0	0	3	1	0	1
Sp1	66	139	137	100	103	81
Amhr2	88	281	204	258	198	187
Gm26518	39	70	47	60	76	59
Prr13	119	327	253	429	510	382
Pcbp2	367	817	768	610	579	480
Map3k12	37	84	63	64	58	74
Gm10337	0	0	0	0	0	0
Tarbp2	35	111	79	114	91	83
Npff	2	12	7	14	18	11
Atf7	40	86	74	63	73	58
Rpl39-ps	218	353	396	172	142	172
AC123870.1	0	3	1	0	3	1
Atp5g2	615	1195	1007	937	892	891
Calcoco1	44	172	134	144	144	134
Hoxc11	1	1	2	0	0	2
Hoxc10	11	12	17	20	7	16
Hoxc5	20	38	33	42	44	29
Hoxc9	7	13	5	10	9	8
Hoxc8	39	103	60	57	55	51
Hoxc6	23	72	33	32	65	45
Mir615	0	0	0	0	1	2
Hoxc4	23	77	44	46	44	42
5730585A16Rik	0	0	0	1	1	1
Gm28876	2	4	1	1	0	2
Gm10830	0	0	0	0	0	0
D930007P13Rik	0	1	1	0	1	0
Smug1	27	57	77	64	53	45
Cbx5	121	317	246	249	242	181
Hnrnpa1	283	784	562	553	503	427
Nfe2	2	1	3	6	4	3
Copz1	151	452	327	485	510	405
Gpr84	0	6	0	0	1	0
Zfp385a	6	30	8	9	22	5
Itga5	31	162	59	114	133	73
Gtsf1	6	19	14	14	9	10
Nckap1l	13	40	25	22	54	22
Pde1b	12	48	16	41	43	53
Ppp1r1a	3	6	1	1	6	2
Glycam1	7	4	0	3	2	5
Gm9108	1	0	1	5	1	2
Gm49273	0	0	0	0	1	0
Mucl1	0	0	0	0	0	1
Gm21178	8	17	18	16	17	9
Mucl2	0	0	0	0	0	0
AC191865.2	0	0	0	0	0	0
AC127687.1	0	3	0	1	0	1
AC127687.2	1	1	1	1	2	1
AC140982.1	0	0	1	0	0	0
Mefv	0	2	0	1	3	1
Tdgf1-ps1	0	0	0	0	0	0
Zfp263	36	66	65	65	49	55
AC139347.1	0	0	1	1	0	0
Zfp174	13	16	13	10	3	14
Zfp597	13	37	32	20	33	19
Gm26675	1	1	0	2	0	1
0a60	25	110	72	87	83	64
1700037C18Rik	13	32	34	34	28	26
Cluap1	37	76	109	81	60	57
Gm15538	3	21	18	6	8	3
Gm23493	0	0	1	0	1	0
Gm15537	0	1	3	1	1	1
Nlrc3	8	15	15	12	16	6
Slx4	15	35	14	27	24	25
Gm15879	8	9	8	6	10	8
D0se1	0	3	1	1	3	4
Trap1	129	357	380	449	382	322
Crebbp	197	359	307	272	238	223
Gm37186	0	7	2	4	4	2
Gm5766	1	5	3	3	3	3
Adcy9	59	137	161	130	97	89
Gm6142	7	21	14	23	12	14
Srl	4	20	15	9	12	10
Tfap4	8	35	33	23	13	19
Glis2	37	55	62	42	49	34
Pam16	178	331	350	351	323	283
Coro7	30	62	41	51	41	38
Vasn	41	116	73	106	111	79
D0ja3	74	139	93	136	142	99
Nmral1	11	53	29	41	25	26
Hmox2	105	273	238	278	267	208
Gm15859	3	2	5	6	5	1
Cdip1	112	257	300	240	189	163
Gm15835	0	2	1	0	1	0
4930562C15Rik	1	9	4	6	5	5
Ubald1	26	99	88	98	90	77
Mgrn1	47	144	110	132	97	84
Gm16861	3	4	6	7	6	3
Nudt16l1	72	233	175	241	202	206
Anks3	45	144	164	119	137	114
4930451G09Rik	2	5	7	7	6	3
12-Sep	1	2	1	3	1	2
Smim22	7	22	13	14	23	21
Gm42477	2	0	0	2	0	0
Rogdi	19	110	77	93	93	85
Glyr1	128	330	333	307	273	244
Ubn1	57	127	128	114	115	86
Ppl	22	67	8	41	31	30
Sec14l5	1	4	1	1	1	0
0gpa	17	76	48	63	78	53
AU021092	138	338	449	421	338	306
Alg1	58	131	106	131	114	99
Eef2kmt	62	212	132	185	162	128
Gm15983	1	1	1	0	0	0
AC124490.1	0	1	0	0	1	0
Rbfox1	2	5	3	2	0	4
Tmem114	1	13	9	12	7	9
Mettl22	16	37	34	29	34	38
Abat	49	145	139	80	79	84
Gm7541	2	1	2	1	0	1
AC115005.1	0	2	1	0	1	0
Tmem186	37	85	94	81	59	49
Pmm2	46	138	108	219	165	139
Carhsp1	157	482	446	447	390	371
Gm5767	0	0	1	0	2	0
Usp7	107	246	179	175	141	114
1810013L24Rik	52	112	104	89	84	61
Gm10247	3	13	15	8	5	5
AC136987.2	0	0	1	0	0	0
AC165274.1	0	2	0	1	1	0
Grin2a	1	0	0	0	0	0
Rpl39l	4	4	2	4	3	2
Atf7ip2	2	4	5	0	2	0
AC154256.2	0	0	0	0	1	0
Emp2	35	69	40	51	42	34
Tekt5	0	0	0	1	0	0
Nubp1	27	75	58	86	77	61
Tvp23a	5	13	9	19	16	11
Ciita	3	14	17	15	12	15
Dexi	17	58	35	53	69	25
Clec16a	23	47	53	62	53	41
Gm15558	2	0	2	1	0	1
Socs1	3	18	34	21	20	14
Tnp2	0	1	0	0	0	1
Prm2	0	1	0	0	0	0
Gm10343	15	40	24	17	30	14
Gm26822	1	3	2	3	3	3
Rmi2	4	6	2	4	3	3
Litaf	153	375	266	320	368	294
Gm4262	1	7	1	2	1	4
AC164093.3	1	0	0	0	0	0
Snn	27	57	56	59	56	37
Txndc11	37	103	93	80	71	54
Zc3h7a	123	257	219	215	210	170
Gm23935	73	60	39	47	56	43
Gm24145	0	2	0	1	0	0
4930509G22Rik	1	1	2	2	4	1
Rsl1d1	111	317	205	279	259	220
2610020C07Rik	9	15	11	8	11	10
Gspt1	95	308	202	209	185	172
Tnfrsf17	0	1	1	2	0	0
Snx29	20	23	20	25	13	16
Gm4279	0	0	0	0	0	0
AC154509.1	4	8	1	6	10	12
Cpped1	41	111	87	85	64	60
Gm9961	1	10	9	6	3	4
Shisa9	2	0	1	1	0	0
Ercc4	14	47	41	41	47	29
Mkl2	67	127	96	76	75	64
Gm15738	1	0	2	0	2	0
Gm32817	1	0	4	1	1	2
Parn	46	129	138	129	97	73
Bfar	101	175	142	156	180	125
3110001I22Rik	3	8	8	9	6	6
Pla2g10	0	0	0	0	1	0
Rrn3	39	90	85	94	102	61
Ntan1	80	189	151	230	229	240
Pdxdc1	106	199	209	246	236	170
Mpv17l	15	30	33	32	24	23
Gm15950	0	1	1	2	0	1
2900011O08Rik	0	0	1	0	1	0
Gm15808	0	5	1	2	7	2
Marf1	123	221	195	150	152	127
Mir484	0	0	2	0	2	2
Nde1	68	191	131	158	139	131
Myh11	163	428	387	366	333	292
Fopnl	142	251	208	218	187	143
Gm15868	0	1	0	1	0	0
Abcc1	38	90	40	62	44	36
A630010A05Rik	0	2	0	0	0	0
S0i2	20	79	64	61	55	54
Gm25547	0	0	1	0	1	1
Efcab1	1	4	4	2	1	3
AC166171.1	3	11	5	3	0	8
Ube2v2	52	129	129	161	152	121
CT010522.2	8	16	17	28	22	13
CT010522.1	2	0	1	0	0	0
Mcm4	33	96	73	71	68	67
Prkdc	27	85	61	65	64	35
Mzt2	56	171	208	174	142	139
AC154586.1	0	6	4	0	0	1
Cebpd	11	25	16	20	16	8
Spidr	17	43	26	38	32	26
n-R5s31	0	2	0	0	1	2
AC113329.1	0	0	1	0	0	1
Pkp2	25	60	61	60	51	33
AC112943.1	1	13	8	1	6	5
Yars2	14	36	40	33	32	26
Dnm1l	82	242	202	177	185	116
AC112943.2	2	0	1	1	0	0
Fgd4	43	73	72	62	53	35
Gm16139	0	0	1	0	0	1
Spag6l	0	1	0	0	0	0
Rpl31-ps12	23	48	60	36	39	33
Vpreb1	0	1	1	1	2	2
Top3b	38	112	90	87	87	71
Ppm1f	43	109	75	92	91	67
AC166832.3	3	5	17	6	2	2
AC166832.2	1	0	0	1	1	0
AC166832.1	1	2	1	3	1	3
Mapk1	192	490	370	354	344	305
1700056N10Rik	3	7	13	13	10	15
Ypel1	21	61	42	45	42	39
Gm9974	1	0	0	1	1	1
Ppil2	117	337	281	378	316	256
AC154667.1	1	1	1	2	0	1
